NodeName,TCP_x,TCP_y,TCP_z,TCP_Rx,TCP_Ry,TCP_Rz,FLANGE_x,FLANGE_y,FLANGE_z,RowDataSensor0,RowDataSensor1,RowDataSensor2,RowDataSensor3,RowDataSensor4,RowDataSensor5,SPI0-0,SPI0-1,SPI0-2,SPI0-3,SPI0-4,SPI0-5,SPI0-6,SPI0-7,SPI1-0,SPI1-1,SPI1-2,SPI1-3,SPI1-4,SPI1-5,SPI1-6,SPI1-7,
Start,0.0917326,-0.454439,0.265059,0.77858,-0.00374048,0.484468,0.190857,-0.480619,0.387581,-31.3872,-9.0086,-13.8206,-0.125072,-1.48253,0.0378256,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917318,-0.454413,0.265048,0.778636,-0.00371425,0.484453,0.190858,-0.48062,0.38758,-31.6874,-8.89235,-13.4671,-0.110011,-1.48078,0.0398767,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917318,-0.45439,0.265042,0.778683,-0.00369428,0.484438,0.190858,-0.48062,0.38758,-31.7836,-8.60317,-13.0679,-0.117635,-1.49917,0.0403167,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917325,-0.454366,0.265035,0.778735,-0.00367801,0.484425,0.190858,-0.480621,0.387579,-32.0454,-7.95272,-13.1825,-0.129079,-1.50701,0.0424349,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091735,-0.454341,0.26503,0.778783,-0.0036676,0.48441,0.190859,-0.480621,0.387579,-32.0473,-7.38807,-12.8954,-0.138684,-1.4973,0.037987,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917371,-0.454316,0.265025,0.778835,-0.00365333,0.484394,0.190859,-0.480622,0.387579,-32.0398,-6.945,-12.9091,-0.154629,-1.49215,0.040994,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917372,-0.454293,0.265022,0.77888,-0.00363946,0.484375,0.19086,-0.480622,0.387578,-32.0408,-6.47633,-12.7501,-0.168256,-1.49488,0.0398014,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917372,-0.454293,0.265022,0.77888,-0.00363946,0.484375,0.19086,-0.480622,0.387578,-32.0408,-6.47633,-12.7501,-0.168256,-1.49488,0.0398014,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917364,-0.454235,0.265022,0.779002,-0.00359147,0.48432,0.190861,-0.480623,0.387577,-31.6582,-6.76384,-12.1782,-0.164557,-1.46931,0.0504804,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917364,-0.454235,0.265022,0.779002,-0.00359147,0.48432,0.190861,-0.480623,0.387577,-31.6582,-6.76384,-12.1782,-0.164557,-1.46931,0.0504804,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091733,-0.454205,0.26503,0.779059,-0.00355029,0.484284,0.190861,-0.480624,0.387576,-31.5118,-7.39511,-11.5395,-0.147472,-1.45291,0.0462972,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091733,-0.454205,0.26503,0.779059,-0.00355029,0.484284,0.190861,-0.480624,0.387576,-31.5118,-7.39511,-11.5395,-0.147472,-1.45291,0.0462972,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917297,-0.45418,0.265043,0.779102,-0.00351121,0.484249,0.190862,-0.480624,0.387576,-31.6953,-7.89937,-10.7019,-0.136392,-1.43272,0.0456962,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917283,-0.454171,0.265051,0.779116,-0.00349685,0.484232,0.190862,-0.480625,0.387576,-31.7378,-8.01548,-10.6477,-0.14061,-1.43778,0.0480528,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917256,-0.454162,0.26506,0.779127,-0.00348471,0.484211,0.190862,-0.480625,0.387575,-31.741,-8.17471,-10.5461,-0.142983,-1.44237,0.0513971,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917256,-0.454162,0.26506,0.779127,-0.00348471,0.484211,0.190862,-0.480625,0.387575,-31.741,-8.17471,-10.5461,-0.142983,-1.44237,0.0513971,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917208,-0.454148,0.265079,0.779145,-0.00346181,0.484175,0.190863,-0.480625,0.387575,-31.5915,-8.05315,-10.725,-0.154817,-1.4479,0.0438981,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917159,-0.454143,0.265091,0.779147,-0.00345499,0.484155,0.190863,-0.480626,0.387575,-31.6327,-8.18752,-10.7533,-0.154937,-1.44912,0.0376535,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917159,-0.454143,0.265091,0.779147,-0.00345499,0.484155,0.190863,-0.480626,0.387575,-31.6327,-8.18752,-10.7533,-0.154937,-1.44912,0.0376535,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
MoveUp-6-7-8-9-10,0.091707,-0.454138,0.265112,0.779145,-0.00344002,0.48412,0.190863,-0.480626,0.387574,-31.5785,-8.33801,-10.6723,-0.158541,-1.46999,0.0428791,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
MoveUp-6-7-8-9-10,0.091707,-0.454138,0.265112,0.779145,-0.00344002,0.48412,0.190863,-0.480626,0.387574,-31.5785,-8.33801,-10.6723,-0.158541,-1.46999,0.0428791,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
MoveUp-6-7-8-9-10,0.0916964,-0.454137,0.265135,0.779127,-0.00344319,0.484084,0.190864,-0.480626,0.387574,-31.9652,-8.27293,-10.8192,-0.165873,-1.47998,0.0406137,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
MoveUp-6-7-8-9-10,0.0916914,-0.454139,0.265146,0.779117,-0.00344787,0.484071,0.190864,-0.480627,0.387574,-31.9913,-8.23872,-10.8043,-0.165568,-1.49319,0.0329231,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
